0775.HK,"CK Life Sciences Int'l., (Holdings) Inc.",HKG,Hong Kong,Biotechnology,515,,
4J2.BE,JONES LANG LASALLE,BER,Germany,Property Management,448,,
TTI,"TETRA Technologies, Inc.",NYQ,USA,Oil & Gas Equipment & Services,124,,
9188.TW,Yorkey Optical International (Cayman) Ltd.,TAI,Taiwan,Diversified Electronics,836,,
DCOU,Discount Coupons Corporation,PNK,USA,Business Services,760,,
ENP.V,ENPAR Technologies Inc.,VAN,Canada,Pollution & Treatment Controls,623,,
ANL.F,ANALOG DEVICES,FRA,Germany,Semiconductor - Broad Line,830,,
44RS.L,Santander UK Group Holdings plc,LSE,UK,,0,,
GDLNF,Greenland Minerals and Energy Limited,PNK,USA,,0,,
RNWEY,REC Silicon ASA,PNK,USA,,0,,
3029-OL.HK,X XIE MALAY,HKG,Hong Kong,,0,,
GPOR.L,Great Portland Estates plc,LSE,UK,REIT - Diversified,440,,
8250-OL.HK,SILK RD ENERGY,HKG,Hong Kong,,0,,
ESDI,"Eastside Distilling, Inc.",PNK,USA,Beverages - Wineries & Distillers,347,,
AYS.AX,amaysim Australia Limited,ASX,Australia,Wireless Communications,840,,
BG,Bunge Limited,NYQ,USA,Farm Products,341,,
TRU,TransUnion,NYQ,USA,Business Services,760,,
TXRX3F.SA,TEX RENAUX  ON,SAO,Brazil,,0,,
ORC,"Orchid Island Capital, Inc.",NYQ,USA,,0,,
ASL.L,Aberforth Smaller Companies Ord,LSE,UK,,0,,
XKE,Lehman ABS Corporation Corporat,NYQ,USA,,0,,
3052-OL.HK,X DBCSI300UTIL,HKG,Hong Kong,,0,,
FMC1.DE,Ford Motor Co.,GER,Germany,Auto Manufacturers - Major,330,,
WCUI,"Wellness Center USA, Inc.",PNK,USA,,0,,
LLTC,Linear Technology Corporation,NMS,USA,Semiconductor - Specialized,832,,
YFI.V,"Edgewater Wireless Systems, Inc.",VAN,Canada,Communication Equipment,841,,
5159.KL,Yoong Onn Corporation Berhad,KLS,Malaysia,,0,,
QCQ.F,CORDY OILFIELD SVCS,FRA,Germany,General Contractors,636,,
UBR.V,Uragold Bay Resources Inc.,VAN,Canada,Industrial Metals & Minerals,133,,
CACB,Cascade Bancorp,NCM,Australia,Regional - Pacific Banks,416,,
HRO.F,HIROSE ELECTRIC CO,FRA,Germany,Diversified Electronics,836,,
ON.V,"OneRoof Energy Group, Inc.",VAN,Canada,Credit Services,424,,
NCZ,AllianzGI Convertible & Income Fund II,NYQ,USA,,0,,
DCA,Virtus Total Return Fund,NYQ,USA,,0,,
GAHC,"Global Arena Holding, Inc.",OBB,USA,Investment Brokerage - National,420,,
XEN.MU,INTEX RESOURCES,MUN,Germany,Industrial Metals & Minerals,133,,
YGGYO.IS,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.,IST,Turkey,,0,,
40JP.L,CAIXA GERAL FIN NCP,LSE,UK,,0,,
XAE2.BE,CATALIS,BER,Germany,,0,,
YIPI,"Yippy, Inc.",PNK,USA,,0,,
WL4N.F,INV METALS,FRA,Germany,,0,,
BBEPP,Breitburn Energy Partners LP,NMS,USA,,0,,
YTMF01.AX,THETAASSET ACBCAMP18,ASX,Australia,,0,,
AFBOF,AFRICAN RAINBOW MINE,PNK,USA,,0,,
RBAZ,"RepublicBankAz, N.A.",PNK,USA,,0,,
DYDIF,DYDO DRINCO INC,PNK,USA,,0,,
RBS-PS,Royal Bank of Scotland Group Pl,NYQ,USA,,0,,
BPLD.BA,BUENOS AIRES(PROV) 2%-VAR NTS 1,BUE,Argentina,,0,,
AVXL,Anavex Life Sciences Corp.,NCM,Australia,Biotechnology,515,,
AI.TO,Atrium Mortgage Investment Corporation,TOR,Canada,Mortgage Investment,447,,
EVOK,"Evoke Pharma, Inc.",NCM,Australia,Drugs - Generic,512,,
SMME,"SmartMetric, Inc.",PNK,USA,Security & Protection Services,765,,
VAPO,VAPORIN INC.,OBB,USA,,0,,
G09.F,GENOMIC VISION,FRA,Germany,,0,,
RLD,RealD Inc.,NYQ,USA,"Movie Production, Theaters",726,,
019440.KS,"SeAH Special Steel Co., Ltd.",KSC,Korea,,0,,
SWK,"Stanley Black & Decker, Inc.",NYQ,USA,Machine Tools & Accessories,624,,
TRMLF,Tourmaline Oil Corp.,PNK,USA,,0,,
EPXY,"Epoxy, Inc.",PNK,USA,,0,,
BIOM,"Biomimix, Inc.",PNK,USA,,0,,
KYSEY,"Kyushu Electric Power Company, Incorporated",PNK,USA,,0,,
KJ7.SI,db x-trackers - MSCI Indonesia Index UCITS ETF,SES,Singapore,,0,,
6540.TWO,JHL,TWO,Taiwan,,0,,
WKH.BE,WAI KEE HLDGS,BER,Germany,General Contractors,636,,
VAC,Marriott Vacations Worldwide Corp.,NYQ,USA,Resorts & Casinos,711,,
IMMU,Immunomedics Inc.,NGM,Sweden,Biotechnology,515,,
NNL.F,MONEX GROUP,FRA,Germany,Investment Brokerage - National,420,,
STDY,SteadyMed Ltd.,NGM,Sweden,Drugs - Generic,512,,
V3V.SG,VITA 34 N,STU,Germany,Biotechnology,515,,
BKCT,"DTS8 Coffee Company, Ltd.",OBB,USA,Food Wholesale,757,,
QPACW,Quinpario Acquisition Corp. 2,NCM,Australia,,0,,
HIFH.HM,CHINA SHIP DEVL -H-,HAM,Germany,,0,,
GLOB,Globant S.A.,NYQ,USA,Information Technology Services,824,,
ONIN,"Online Internet Network, Inc.",PNK,USA,,0,,
ROTH,"PharmaRoth Labs, Inc.",PNK,USA,,0,,
TYPFF,TYPHOON EXPLORATION,PNK,USA,,0,,
DJPHF,"DYNAM Japan Holdings Co., Ltd.",PNK,USA,,0,,
YI2A.MU,JA SOLAR HLD SP ADR,MUN,Germany,Diversified Utilities,913,,
ABAN.BO,ABAN OFFSHORE LTD.,BSE,India,,0,,
VRTC,"Veritec, Inc.",PNK,USA,,0,,
PLAB,Photronics Inc.,NMS,USA,Semiconductor Equipment & Materials,834,,
DIR-UN.TO,DREAM INDUSTRIAL REIT,TOR,Canada,,0,,
ELAL.TA,El Al Israel Airlines Ltd.,TLV,Israel,,0,,
JACK,Jack in the Box Inc.,NMS,USA,Restaurants,712,,
EUYO.IS,Euro Menkul Kiymet Yatirim Ortakligi AS,IST,Turkey,,0,,
ANSA.IS,Ansa Yatirim Holding A.S.,IST,Turkey,,0,,
1297.HK,Sinosoft Technology Group Limited,HKG,Hong Kong,,0,,
APGA,American Paramount Gold Corp.,PNK,USA,Industrial Metals & Minerals,133,,
BZF1.F,VMWARE-A,FRA,Germany,Business Software & Services,826,,
URZ.TO,Uranerz Energy Corp.,TOR,Canada,,0,,
NXK,Nuveen New York Dividend Advantage Municipal Fund 2,ASE,USA,,0,,
OFSA3.SA,Ouro Fino Saúde Animal Participações S.A.,SAO,Brazil,,0,,
FRPC,First Republic Corp. of America,PNK,USA,,0,,
RBS-PF,Royal Bank of Scotland Group Pl,NYQ,USA,,0,,
SNFRF,Sinofert Holdings Ltd.,PNK,USA,,0,,
QMDT,Quick-Med Technologies Inc.,PNK,USA,Biotechnology,515,,
DGRLY,Delek Group Ltd.,PNK,USA,,0,,
RIO,Rio Tinto plc,NYQ,USA,Industrial Metals & Minerals,133,,
BAMXF,Bayerische Motoren Werke Aktiengesellschaft,PNK,USA,,0,,
ACG.AX,AtCor Medical Holdings Limited.,ASX,Australia,Medical Appliances & Equipment,521,,
QGJ.F,EVERCORE PARTNERS-A,FRA,Germany,,0,,
KPELY,Keppel Corporation Limited,PNK,USA,,0,,
2ZXA.BE,CHINA ZENIX SO ADS,BER,Germany,,0,,
NCI,Navigant Consulting Inc.,NYQ,USA,Management Services,769,,
PAOR.PA,Rothschild & Co SCA,PAR,France,Investment Brokerage - National,420,,
TDC.BE,TAC,BER,Germany,,0,,
REV,"Revlon, Inc.",NYQ,USA,Personal Products,323,,
ZVR.BE,SOLAR A/S,BER,Germany,Electronics Wholesale,753,,
UNV.AX,Universal Coal plc,ASX,Australia,Industrial Metals & Minerals,133,,
HZJ.MU,HEIWA REAL ESTATE,MUN,Germany,Property Management,448,,
UX2A.F,XPO LOGISTICS,FRA,Germany,,0,,
SLGYY,San Leon Energy Plc,PNK,USA,,0,,
6899.HK,Ourgame International Holdings Limited,HKG,Hong Kong,,0,,
ECR,Eclipse Resources Corporation,NYQ,USA,Independent Oil & Gas,121,,
WI4.F,WEICHAI POWER -H-,FRA,Germany,Diversified Machinery,622,,
LUNA,Luna Innovations Incorporated,NCM,Australia,Scientific & Technical Instruments,837,,
NSCTD,Cipherloc Corporation,PNK,USA,,0,,
IGEN,IGEN Networks Corp.,PNK,USA,Internet Service Providers,850,,
CJRCF,CHINA RESOURCES CEME,PNK,USA,,0,,
KMRCF,KOMORI CORP,PNK,USA,,0,,
HOUM,Hotel Outsource Management International Inc.,PNK,USA,,0,,
YPPN,Yappn Corp.,PNK,USA,Conglomerates,210,,
133716.L,XEROS TECH GR,LSE,UK,,0,,
WFC.MX,Wells Fargo & Company,MEX,Mexico,Money Center Banks,410,,
THVB,Thomasville Bancshares Inc.,PNK,USA,,0,,
M04.BE,MGM CHINA HLDGS,BER,Germany,,0,,
BWEN,"Broadwind Energy, Inc.",NCM,Australia,Diversified Machinery,622,,
PJF.L,The Prospect Japan Fund Limited,LSE,UK,,0,,
TX,Ternium S.A.,NYQ,USA,Steel & Iron,130,,
KLSB.ME,Kaluga Power Sale Company Open Joint-Stock Company,MCX,India,,0,,
AAB.TO,Aberdeen International Inc.,TOR,Canada,Asset Management,422,,
CMN,Cantel Medical Corp.,NYQ,USA,Medical Instruments & Supplies,520,,
GGRGF,Groupe Gorgé SA,PNK,USA,,0,,
G41.SI,G. K. Goh Holdings Limited,SES,Singapore,Investment Brokerage - National,420,,
TOYMO.SW,TOYOTA MOTOR,EBS,Austria,,0,,
K90.BE,LOOMIS B-,BER,Germany,Business Services,760,,
OHB.DE,OHB SE,GER,Germany,Aerospace/Defense - Major Diversified,610,,
MKRYF,Manitok Energy Inc.,PNK,USA,,0,,
KMOL.AT,Karamolengos Bakery Industry S.A.,ATH,Greece,Grocery Stores,734,,
PSSEF,PONSSE OY,PNK,USA,,0,,
ABR,Arbor Realty Trust Inc.,NYQ,USA,REIT - Diversified,440,,
MLC.L,Millennium & Copthorne Hotels plc,LSE,UK,Lodging,710,,
BF5B.BE,BROWN NON VTG-B,BER,Germany,Beverages - Wineries & Distillers,347,,
SQNM,Sequenom Inc.,NMS,USA,Biotechnology,515,,
JAH,Jarden Corp.,NYQ,USA,Housewares & Accessories,312,,
LFC,China Life Insurance Co. Ltd.,NYQ,USA,Life Insurance,430,,
MBLX,"Metabolix, Inc.",NCM,Australia,Specialty Chemicals,113,,
CLTS,Earth Life Sciences Inc,PNK,USA,,0,,
137817.L,GCP STUDENT CP,LSE,UK,,0,,
VAI.F,VAIL RESORTS,FRA,Germany,,0,,
LPTH,"LightPath Technologies, Inc.",NCM,Australia,Industrial Electrical Equipment,627,,
TXRX4F.SA,TEX RENAUX  PN,SAO,Brazil,,0,,
SBUX.MX,Starbucks Corporation,MEX,Mexico,Restaurants,712,,
011170.KS,Lotte Chemical Corporation,KSC,Korea,,0,,
MUTHTFN.BO,Muthoot Capital Services Ltd.,BSE,India,Credit Services,424,,
OLB.HM,OLDENBURG LANDESBK,HAM,Germany,,0,,
SGFEF,Siegfried Holding AG,PNK,USA,,0,,
PKT,"Procera Networks, Inc.",NMS,USA,,0,,
ZTA.AX,Zeta Petroleum PLC,ASX,Australia,,0,,
SKT.AX,Sky Network Television Ltd.,ASX,Australia,CATV Systems,725,,
SKVY,Sentry Technology Corp.,PNK,USA,,0,,
LVNTA,Liberty Ventures,NMS,USA,Catalog & Mail Order Houses,739,,
T98.F,WRIGHT MEDICAL GR,FRA,Germany,,0,,
DTV,DIRECTV,NMS,USA,,0,,
AFR.AX,African Energy Resources Limited,ASX,Australia,Industrial Metals & Minerals,133,,
YB2P.F,CN VANGUARD,FRA,Germany,,0,,
RRD,R.R. Donnelley & Sons Company,NMS,USA,Business Services,760,,
NYT.MU,NEW YORK TIMES -A-,MUN,Germany,Publishing - Newspapers,727,,
XENA.TA,Xenia Venture Capital Ltd,TLV,Israel,,0,,
QB3.F,QUEBECOR INC  -B-,FRA,Germany,,0,,
DRAL.TA,Dor Alon Energy In Israel (1988) Ltd.,TLV,Israel,,0,,
FORN.SW,FORBO HLDG N,EBS,Austria,,0,,
NPT.NZ,NPT Limited Ordinary Shares,NZE,New Zealand,,0,,
P6NN.SG,OPEXA THERAPEUTICS,STU,Germany,,0,,
XKI.BE,KBL MINING,BER,Germany,Industrial Metals & Minerals,133,,
XY8.F,BW OFFSHORE,FRA,Germany,,0,,
CZICF,Canadian Zinc Corp.,OBB,USA,,0,,
ACR.DE,Accor S.A.,GER,Germany,Lodging,710,,
BLD-WI,TopBuild Corp. Common Stock Whe,NYQ,USA,,0,,
MMMM,Mineral Mountain Mining & Milling Co.,PNK,USA,,0,,
PRPI,Perpetual Industries Inc.,OBB,USA,Diversified Machinery,622,,
GHE.L,Gresham House plc,LSE,UK,Asset Management,422,,
VTX.AX,VTX Holdings Limited,ASX,Australia,Heavy Construction,635,,
MCK.V,Manson Creek Resources Ltd.,VAN,Canada,Gold,134,,
V2M.F,VIOLIN MEMORY,FRA,Germany,,0,,
HHE.SG,HOWARD HUGHES,STU,Germany,,0,,
RVREF,True Gold Mining Inc.,PNK,USA,,0,,
LG7.SI,db x-trackers - MSCI Thailand Index UCITS ETF (DR),SES,Singapore,,0,,
DNAI,"ProNAi Therapeutics, Inc.",NGM,Sweden,Biotechnology,515,,
RCBC,River City Bank,PNK,USA,,0,,
PNE3.BE,PNE WIND N,BER,Germany,Electric Utilities,911,,
ASCC,Aristocrat Group Corp.,PNK,USA,Personal Services,762,,
